Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,Current List Price,Last Update Date,Plan Universal ID,Period,Period Price,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001QbLDCA0,Lone Pine Farms/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Harmony,3,2.00,1,2,1503,335900,5/14/2026,aAaPc000000DEByKAO,5/14/2026,335900.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.56209,-86.14764
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Babbitt,3,2.50,2,2,1722,343000,4/17/2026,aAa3x000000ZxWqCAK,2/26/2026,343000.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,The Chestnut,3,2.00,1,2,1801,366995,5/10/2026,aAa3x000000UWSBCA4,10/19/2022,332995.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,351995,5/28/2026,aAa3x000000UQk0CAG,6/9/2023,344995.00,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,324995,5/28/2026,aAa3x000000UQjvCAG,8/23/2024,324995.00,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAf3x000000UOUyCAO,Bridle Oaks,Pulte Homes,PulteGroup Inc.,Active,,,Fifth Avenue,3,2.50,2,2,2426,377990,5/7/2026,aAa3x000000TqXtCAK,12/9/2021,330990.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99164,-86.34494
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Mackey II,2,2.00,1,2,1603,312990,5/18/2026,aAa3x000000ZaBfCAK,3/18/2026,311990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Charleston,2,2.50,1,3,2214,459990,5/1/2026,aAa3x000000ZxvACAS,6/24/2024,479990.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,293995,5/12/2026,aAa3x000000Yee9CAC,8/23/2024,292995.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
aAfPc0000019MldKAE,Courtyards of TowneRun,EPCON Communities,,Active,,,Cambridge,2,2.50,2,2,1349,389900,5/28/2026,aAaPc000000diA1KAI,12/5/2025,389900.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02155,-86.19552
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,521900,5/1/2026,aAaPc000000p7QqKAI,7/10/2025,521900.00,Non Active Adult,46055,Mccordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAfPc000001Nj0pKAC,Meadowstone,Pulte Homes,PulteGroup Inc.,Active,,,Stardom,2,2.50,1,3,2213,608990,5/13/2026,aAaPc000000nr2eKAA,9/13/2025,549990.00,Non Active Adult,46033,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Cherry Tree Elementary School,9,Clay Middle School,8,Carmel High School,10,,40.00011,-86.08974
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,The Alton,3,2.50,1,3,2300,623900,5/7/2026,aAaPc000000WdwVKAS,4/4/2025,597900.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,315995,5/15/2026,aAa3x000000YfjtCAC,5/15/2026,315995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,326995,5/15/2026,aAa3x000000YfjqCAC,7/26/2025,326995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAf3x000001QItnCAG,Edgebrook Preserve,Silverthorne Homes,Clayton Properties Group,Active,,,Reagan,3,2.50,1,2,2300,350995,5/6/2026,aAa3x000000YT0pCAG,5/6/2026,350995.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68209,-85.98408
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Kensington,4,2.50,2,3,3382,484990,5/13/2026,aAa3x000000ZlZUCA0,11/8/2024,478990.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Jefferson,3,2.50,2,2,1664,254990,5/16/2026,aAa3x000000h1bZCAQ,3/20/2023,289990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAf3x000001WdclCAC,Chatham Village/Cottage Collection,David Weekley Homes,,Active,,,Appleseed,3,3.00,2,2,2686,679990,5/9/2026,aAa3x000000ZqrKCAS,12/1/2023,624990.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08103,-86.13605
aAfPc0000018qnFKAQ,Parkrose/SF,Fischer Homes,,Active,,,Wembley,2,1.50,1,2,1247,232990,4/6/2026,aAaPc000000VShZKAW,6/22/2025,261990.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAfPc0000018qnFKAQ,Parkrose/SF,Fischer Homes,,Active,,,Greenbriar,3,2.00,2,2,1983,300990,4/6/2026,aAaPc000000VScjKAG,1/29/2025,341990.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAf3x000001QdBeCAK,Towns at RiverWest,Pulte Homes,PulteGroup Inc.,Active,,,Ashton,3,2.50,2,2,1883,385000,5/22/2026,aAaPc0000005WUoKAM,4/10/2026,334000.00,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.00036,-86.03600
aAf3x000001QItnCAG,Edgebrook Preserve,Silverthorne Homes,Clayton Properties Group,Active,,,Taylor,3,2.50,1,2,2001,337995,5/6/2026,aAa3x000000YT0oCAG,12/2/2022,328995.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68209,-85.98408
aAf3x000001Qev2CAC,Centre Place/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,327900,5/29/2026,aAaPc00000065Z1KAI,12/2/2025,314900.00,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Sheridan Community Schools,Sheridan Elementary School,7,Sheridan Middle School,8,Sheridan High School,8,,40.14310,-86.21876
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Cheswicke II,3,2.00,1,2,2191,438990,5/13/2026,aAa3x000000ZlZJCA0,2/10/2025,432990.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,The Cooper,4,2.50,2,2,2813,415995,5/10/2026,aAa3x000000UWSGCA4,11/17/2025,415995.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAfPc000001Nj0pKAC,Meadowstone,Pulte Homes,PulteGroup Inc.,Active,,,Stardom,2,2.50,1,3,2213,608990,5/13/2026,aAaPc000000nr2eKAA,7/4/2025,549990.00,Non Active Adult,46033,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Cherry Tree Elementary School,9,Clay Middle School,8,Carmel High School,10,,40.00011,-86.08974
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Drake Basement,4,2.50,2,3,2884,544490,5/13/2026,aAa3x000000ZlZLCA0,7/13/2023,505490.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,521900,5/1/2026,aAaPc000000p7QqKAI,5/1/2026,521900.00,Non Active Adult,46055,Mccordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAf3x000001Qev2CAC,Centre Place/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,362900,5/29/2026,aAaPc00000065Z4KAI,4/29/2026,362900.00,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Sheridan Community Schools,Sheridan Elementary School,7,Sheridan Middle School,8,Sheridan High School,8,,40.14310,-86.21876
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,ALWICK,4,2.50,2,2,2631,497900,5/22/2026,aAa3x000000ZfWECA0,4/28/2024,511400.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Avery,4,2.00,2,2,2535,558990,4/30/2026,aAa3x000000ZiVeCAK,11/6/2023,539990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Ainsley II Basement,4,2.50,2,2,3160,563490,5/25/2026,aAaPc000000P11lKAC,11/23/2024,539490.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,379900,5/8/2026,aAaPc000000AG9xKAG,12/2/2025,379900.00,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Olive,3,2.50,1,2,2417,459990,4/30/2026,aAaPc000000QulWKAS,5/15/2025,451990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Kensington Basement,4,2.50,2,3,3382,577990,5/8/2026,aAaPc000000EgbEKAS,12/11/2024,562990.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Ashton,2,2.00,1,2,1842,333990,5/18/2026,aAa3x000000ZaBaCAK,5/4/2023,328990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Palmetto,4,2.50,2,2,2580,351995,5/21/2026,aAaPc00000087XaKAI,10/27/2024,349995.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Fletcher Front Porch,2,2.50,3,2,1868,429900,5/13/2026,aAaPc000000MCgrKAG,5/14/2025,449900.00,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAfPc000000SpUDKA0,Pebble Brook Crossing,Drees Homes,,Active,,,MARSHALL,4,3.50,2,2,2943,587900,5/20/2026,aAaPc000001160qKAA,2/18/2026,590900.00,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hazel Dell Elementary School,7,Noblesville West Middle School,9,Noblesville High School,10,,40.06461,-86.08762
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Madrona Front Porch,2,2.50,3,2,1868,424900,5/13/2026,aAaPc000000MCiTKAW,7/9/2025,449900.00,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Fletcher Front Porch,2,2.50,3,2,1868,429900,5/13/2026,aAaPc000000MCgrKAG,11/13/2024,449900.00,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAfPc000001L7hTKAS,Beyers Estates/Venture,Lennar,,Active,,,Kingston,5,3.00,2,2,2736,385995,5/29/2026,aAaPc000000jXhNKAU,6/23/2025,423995.00,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91139,-85.83463
aAfPc000001lV4gKAE,Aspen Trace,Pulte Homes,PulteGroup Inc.,Active,,,Prospect,4,2.50,2,2,2587,394990,5/14/2026,aAaPc0000017V89KAE,5/14/2026,394990.00,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.78194,-86.38136
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,315995,5/15/2026,aAa3x000000YfjtCAC,5/23/2025,315995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAfPc000000U2BDKA0,Finch Creek by Del Webb/Designer,Del Webb,PulteGroup Inc.,Active,,,Prestige,2,2.50,1,2,2026,433990,5/19/2026,aAaPc000000bOFUKA2,2/6/2026,430990.00,Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.01651,-85.92586
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,351995,5/28/2026,aAa3x000000UQk0CAG,8/9/2023,344995.00,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAfPc000000GMuFKAW,Grand Vista/Cornerstone,Lennar,,Active,,,Rockwell,5,3.50,2,3,3488,512995,4/27/2026,aAaPc000000NKeZKAW,3/27/2025,505995.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.59127,-86.04611
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Ashton,3,2.00,1,2,1354,237995,5/14/2026,aAa3x000000YelXCAS,8/9/2023,210995.00,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3200,316995,5/14/2026,aAa3x000000YelVCAS,5/14/2026,316995.00,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,349995,5/10/2026,aAa3x000000gaIoCAI,11/2/2021,289995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Kensington Slab,4,2.50,2,3,3382,432990,3/30/2026,aAa3x000000UpYBCA0,11/6/2024,459990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Tannin,3,3.50,3,1,1430,349900,5/15/2026,aAa3x000000Tyy7CAC,9/8/2025,383994.00,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAfPc0000016BrRKAU,Peabody Farms West Venture,Lennar,,Active,,,Broadmoor,4,2.50,2,2,2011,338995,5/19/2026,aAaPc000000kmhZKAQ,11/7/2025,329995.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.98811,-86.36139
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Ashton,3,2.00,1,2,1354,244995,5/15/2026,aAa3x000000YfjsCAC,11/3/2025,244995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAfPc000000dqrZKAQ,Timbers Venture,Lennar,,Active,,,Broadmoor,4,2.50,2,2,2011,403995,5/25/2026,aAaPc000000CUFMKA4,10/10/2024,399995.00,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAf3x000001QP13CAG,Brookstone Crossings,Pulte Homes,PulteGroup Inc.,Active,,,Westchester,4,2.50,2,2,3300,439990,5/12/2026,aAa3x000000ZgZ3CAK,11/4/2024,439990.00,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,349900,4/29/2026,aAa3x000000UNfYCAW,7/6/2025,381000.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,349900,4/29/2026,aAa3x000000UNfYCAW,4/10/2023,375000.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001WTYFCA4,Brighton Knoll,Fischer Homes,,Active,,,Blair,4,2.00,2,2,3029,532990,4/14/2026,aAaPc0000007F3mKAE,10/20/2025,520990.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenwood Community Sch Corp,Westwood Elementary School,7,Greenwood Middle School,7,Greenwood Community High School,6,,39.59754,-86.13526
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Truxton,3,3.50,3,2,1688,374900,5/15/2026,aAa3x000000TyxxCAC,5/23/2023,401450.00,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Jensen,4,2.50,2,2,2794,366990,5/25/2026,aAa3x000000U0whCAC,10/20/2025,369990.00,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Legacy 3040,5,2.50,2,2,3040,383000,5/18/2026,aAaPc000000LAHJKA4,2/25/2026,379000.00,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
